Australian Road Deaths Database: Fatalities,,,,,,,,,,,,,,,,,,,
(Data current to February 2026),,,,,,,,,,,,,,,,,,,
Note: A value of '-9' is used for a missing/unknown value.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas 2021,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period
6200402170007,TAS,2,2004,Tuesday,09:12:00,Multiple,No,Yes,No,70,Driver,Female,49,Unknown,Unknown,Unknown,Unknown,No,No
2199501180016,VIC,1,1995,Wednesday,01:30:00,Single,No,No,No,100,Passenger,Male,21,Unknown,Unknown,Unknown,Unknown,No,No
1199905160206,NSW,5,1999,Sunday,03:00:00,Single,No,-9,No,60,Driver,Female,18,Unknown,Unknown,Unknown,Unknown,No,No
5201607160089,WA,7,2016,Saturday,21:30:00,Single,No,No,No,110,Pedestrian,Male,42,Very Remote Australia,Western Australia - Outback (South),Mount Magnet,Arterial Road,No,No
3200407180148,QLD,7,2004,Sunday,18:00:00,Single,No,No,No,110,Driver,Male,28,Unknown,Unknown,Unknown,Unknown,No,No
1200206030211,NSW,6,2002,Monday,22:05:00,Single,No,No,No,110,Passenger,Female,25,Unknown,Unknown,Unknown,Unknown,No,No
8120778829682810479,VIC,1,2019,Saturday,14:30:00,Single,No,No,No,100,Motorcycle rider,Male,59,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,Arterial Road,No,No
1201201140011,NSW,1,2012,Saturday,10:00:00,Single,No,No,No,100,Driver,Female,32,Unknown,Unknown,Unknown,Unknown,No,No
2201503170052,VIC,3,2015,Tuesday,20:33:00,Single,No,No,No,70,Pedestrian,Male,88,Major Cities of Australia,Melbourne - Inner South,Glen Eira,National or State Highway,No,No
320170069585,QLD,1,2017,Thursday,15:00:00,Multiple,No,No,No,60,Passenger,Female,70,Major Cities of Australia,Brisbane Inner City,Brisbane,Local Road,No,No
4928117959400344291,QLD,12,2024,Sunday,23:00:00,Single,No,No,No,60,Passenger,Female,22,Inner Regional Australia,Toowoomba,Toowoomba,Collector Road,No,No
4201003060026,SA,3,2010,Saturday,22:03:00,Single,No,No,No,60,Pedestrian,Male,70,Unknown,Unknown,Unknown,Unknown,No,No
8262436930549679065,QLD,5,2022,Friday,17:00:00,Single,No,No,No,100,Passenger,Female,42,Outer Regional Australia,Wide Bay,Gympie,National or State Highway,No,No
2200405230139,VIC,5,2004,Sunday,15:00:00,Single,No,No,No,100,Motorcycle rider,Male,18,Unknown,Unknown,Unknown,Unknown,No,No
2199205130150,VIC,5,1992,Wednesday,09:40:00,Multiple,No,No,No,60,Pedestrian,Male,0,Unknown,Unknown,Unknown,Unknown,No,No
2200411270288,VIC,11,2004,Saturday,23:30:00,Single,No,No,No,60,Driver,Male,25,Unknown,Unknown,Unknown,Unknown,No,No
5198903170044,WA,3,1989,Friday,22:15:00,Multiple,No,-9,Yes,110,Passenger,Male,28,Unknown,Unknown,Unknown,Unknown,No,No
520191900123354,SA,5,2019,Sunday,17:30:00,Single,No,No,No,110,Driver,Male,23,Outer Regional Australia,South Australia - South East,Grant,National or State Highway,No,No
2199406180177,VIC,6,1994,Saturday,04:37:00,Multiple,No,No,No,60,Passenger,Male,23,Unknown,Unknown,Unknown,Unknown,No,No
1200904090104,NSW,4,2009,Thursday,20:26:00,Single,No,No,No,60,Pedestrian,Female,50,Unknown,Unknown,Unknown,Unknown,No,Yes
7200312060041,NT,12,2003,Saturday,07:00:00,Single,No,No,No,-9,Driver,Male,32,Unknown,Unknown,Unknown,Unknown,No,No
7397918815638087921,VIC,10,2023,Friday,22:30:00,Single,No,No,No,100,Driver,Male,65,Outer Regional Australia,Warrnambool and South West,Corangamite,Sub-arterial Road,No,No
3198912020338,QLD,12,1989,Saturday,02:00:00,Single,No,-9,No,60,Motorcycle rider,Male,23,Unknown,Unknown,Unknown,Unknown,No,No
5200109290116,WA,9,2001,Saturday,15:30:00,Single,No,-9,No,110,Passenger,Female,39,Unknown,Unknown,Unknown,Unknown,No,No
4200908270068,SA,8,2009,Thursday,11:10:00,Single,No,No,No,100,Driver,Male,25,Unknown,Unknown,Unknown,Unknown,No,No
4199207110088,SA,7,1992,Saturday,14:30:00,Multiple,No,-9,No,100,Driver,Male,69,Unknown,Unknown,Unknown,Unknown,No,No
4710484386081655636,VIC,9,2023,Sunday,01:22:00,Single,No,No,No,80,Motorcycle rider,Male,18,Inner Regional Australia,Bendigo,Macedon Ranges,Access road,No,No
5199211180144,WA,11,1992,Wednesday,10:10:00,Multiple,No,-9,No,70,Driver,Male,48,Unknown,Unknown,Unknown,Unknown,No,No
3199311270321,QLD,11,1993,Saturday,09:00:00,Multiple,No,-9,No,80,Driver,Female,18,Unknown,Unknown,Unknown,Unknown,No,No
3199905220091,QLD,5,1999,Saturday,01:00:00,Single,No,-9,No,80,Pedestrian,Male,18,Unknown,Unknown,Unknown,Unknown,No,No
1199210220467,NSW,10,1992,Thursday,15:20:00,Single,No,-9,No,60,Pedestrian,Male,9,Unknown,Unknown,Unknown,Unknown,No,No
4201301160005,SA,1,2013,Wednesday,14:45:00,Multiple,No,Yes,No,60,Motorcycle rider,Male,29,Unknown,Unknown,Unknown,Unknown,No,No
3199304200092,QLD,4,1993,Tuesday,14:00:00,Single,No,-9,No,100,Driver,Male,43,Unknown,Unknown,Unknown,Unknown,No,No
6879257532038904343,QLD,8,2022,Wednesday,04:00:00,Multiple,No,No,No,100,Driver,Male,68,Outer Regional Australia,Townsville,Burdekin,National or State Highway,No,No
707657831417087513,NSW,10,2025,Sunday,13:40:00,Multiple,No,No,No,80,Motorcycle rider,Male,61,Inner Regional Australia,Hunter Valley exc Newcastle,Maitland,Sub-arterial Road,No,No
120161119313,NSW,11,2016,Thursday,14:40:00,Multiple,No,No,No,100,Driver,Male,26,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,National or State Highway,No,No
1199501220028,NSW,1,1995,Sunday,11:10:00,Single,No,-9,No,110,Driver,Male,23,Unknown,Unknown,Unknown,Unknown,No,No
2199205290165,VIC,5,1992,Friday,07:30:00,Single,No,No,No,100,Driver,Male,60,Unknown,Unknown,Unknown,Unknown,No,No
2199501080008,VIC,1,1995,Sunday,00:20:00,Single,No,No,No,100,Driver,Male,42,Unknown,Unknown,Unknown,Unknown,No,No
120191215017,NSW,10,2019,Saturday,22:20:00,Single,No,No,No,70,Pedestrian,Male,31,Inner Regional Australia,Riverina,Wagga Wagga,Local Road,No,No
1200105130167,NSW,5,2001,Sunday,11:45:00,Multiple,No,-9,No,50,Pedestrian,Female,53,Unknown,Unknown,Unknown,Unknown,No,No
1200709240303,NSW,9,2007,Monday,18:15:00,Single,No,No,No,60,Pedestrian,Male,25,Unknown,Unknown,Unknown,Unknown,No,No
6199807060026,TAS,7,1998,Monday,16:30:00,Single,No,-9,No,100,Driver,Male,45,Unknown,Unknown,Unknown,Unknown,No,No
1199505100193,NSW,5,1995,Wednesday,01:30:00,Multiple,No,-9,Yes,100,Driver,Male,25,Unknown,Unknown,Unknown,Unknown,No,No
4200009210108,SA,9,2000,Thursday,10:55:00,Multiple,No,-9,Yes,100,Passenger,Female,12,Unknown,Unknown,Unknown,Unknown,No,No
6718294060711097299,VIC,5,2020,Saturday,02:57:00,Single,No,No,No,100,Pedestrian,Male,40,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway,No,No
2199204050104,VIC,4,1992,Sunday,04:15:00,Single,No,No,No,60,Driver,Female,21,Unknown,Unknown,Unknown,Unknown,No,No
469548630359697002,NSW,5,2025,Sunday,12:22:00,Single,Yes,No,No,60,Pedestrian,Male,34,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No
6200301230005,TAS,1,2003,Thursday,13:05:00,Single,No,-9,No,100,Motorcycle rider,Male,46,Unknown,Unknown,Unknown,Unknown,No,No
5199904090050,WA,4,1999,Friday,11:10:00,Multiple,No,-9,No,110,Passenger,Female,18,Unknown,Unknown,Unknown,Unknown,No,No
4200905060036,SA,5,2009,Wednesday,22:40:00,Single,No,No,No,80,Driver,Male,24,Unknown,Unknown,Unknown,Unknown,No,No
5200206160077,WA,6,2002,Sunday,02:15:00,Single,No,-9,No,60,Pedestrian,Male,20,Unknown,Unknown,Unknown,Unknown,No,No
3200908010186,QLD,8,2009,Saturday,23:00:00,Multiple,Yes,No,No,60,Driver,Male,51,Unknown,Unknown,Unknown,Unknown,No,No
2553674724406959092,QLD,7,2023,Tuesday,17:00:00,Single,No,Yes,No,100,Driver,Male,77,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs,Local Road,No,No
5200910120121,WA,10,2009,Monday,22:15:00,Single,No,No,No,110,Driver,Male,27,Unknown,Unknown,Unknown,Unknown,No,No
5200701250020,WA,1,2007,Thursday,23:25:00,Single,No,No,No,60,Pedestrian,Female,22,Unknown,Unknown,Unknown,Unknown,No,No
2200502140037,VIC,2,2005,Monday,11:05:00,Single,No,Yes,No,100,Passenger,Male,39,Unknown,Unknown,Unknown,Unknown,No,No
7200810260059,NT,10,2008,Sunday,05:00:00,Single,No,No,No,70,Driver,Male,33,Unknown,Unknown,Unknown,Unknown,No,No
620172132,TAS,5,2017,Friday,20:30:00,Single,No,No,No,100,Driver,Male,26,Outer Regional Australia,Launceston and North East,Meander Valley,Local Road,No,No
1199704260175,NSW,4,1997,Saturday,21:30:00,Single,No,-9,No,100,Driver,Female,28,Unknown,Unknown,Unknown,Unknown,No,No
2200209010250,VIC,9,2002,Sunday,02:00:00,Single,No,No,No,70,Driver,Male,17,Unknown,Unknown,Unknown,Unknown,No,No
5199402080017,WA,2,1994,Tuesday,15:35:00,Single,No,-9,No,110,Passenger,Male,23,Unknown,Unknown,Unknown,Unknown,No,No
1201009010244,NSW,9,2010,Wednesday,16:55:00,Multiple,No,No,Yes,100,Driver,Male,38,Unknown,Unknown,Unknown,Unknown,No,No
120181180620,NSW,9,2018,Friday,22:30:00,Single,No,No,No,100,Passenger,Male,20,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road,No,No
1199107060299,NSW,7,1991,Saturday,19:00:00,Single,No,-9,No,60,Driver,Male,18,Unknown,Unknown,Unknown,Unknown,No,No
1200504150126,NSW,4,2005,Friday,13:54:00,Multiple,No,No,Yes,80,Driver,Female,26,Unknown,Unknown,Unknown,Unknown,No,No
4071699692466540417,NSW,8,2023,Friday,22:50:00,Multiple,No,No,No,60,Motorcycle rider,Male,21,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,Hornsby,Local Road,No,No
120161105209,NSW,6,2016,Sunday,06:15:00,Multiple,No,No,No,100,Motorcycle rider,Male,46,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,No,No
1200507220263,NSW,7,2005,Friday,18:10:00,Multiple,Yes,No,No,60,Driver,Female,66,Unknown,Unknown,Unknown,Unknown,No,No
8199101200001,ACT,1,1991,Sunday,11:45:00,Multiple,No,-9,No,-9,Passenger,Female,70,Unknown,Unknown,Unknown,Unknown,No,No
2200003250094,VIC,3,2000,Saturday,01:10:00,Single,No,No,No,60,Passenger,Male,16,Unknown,Unknown,Unknown,Unknown,No,No
1199903070095,NSW,3,1999,Sunday,04:00:00,Single,No,-9,No,100,Driver,Male,20,Unknown,Unknown,Unknown,Unknown,No,No
1200404160144,NSW,4,2004,Friday,23:00:00,Single,No,No,No,80,Driver,Female,21,Unknown,Unknown,Unknown,Unknown,No,No
4201813734,WA,8,2018,Wednesday,05:56:00,Single,No,No,No,100,Driver,Male,37,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road,No,No
3199305200106,QLD,5,1993,Thursday,01:00:00,Multiple,No,-9,Yes,100,Driver,Male,57,Unknown,Unknown,Unknown,Unknown,No,No
5199601020003,WA,1,1996,Tuesday,22:15:00,Multiple,No,-9,No,60,Motorcycle rider,Male,20,Unknown,Unknown,Unknown,Unknown,Yes,No
3201410050152,QLD,10,2014,Sunday,00:00:00,Single,No,No,No,100,Pedestrian,Male,29,Unknown,Unknown,Unknown,Unknown,No,No
3200408130171,QLD,8,2004,Friday,04:00:00,Single,No,No,No,100,Passenger,Male,18,Unknown,Unknown,Unknown,Unknown,No,No
2198912110643,VIC,12,1989,Monday,00:10:00,Single,No,No,No,60,Driver,Male,27,Unknown,Unknown,Unknown,Unknown,No,No
6200602090006,TAS,2,2006,Thursday,19:45:00,Multiple,No,No,No,70,Passenger,Female,43,Unknown,Unknown,Unknown,Unknown,No,No
2200110030292,VIC,10,2001,Wednesday,09:30:00,Single,No,No,No,70,Pedestrian,Male,75,Unknown,Unknown,Unknown,Unknown,No,No
3200507020130,QLD,7,2005,Saturday,23:00:00,Single,No,No,No,60,Pedestrian,Male,52,Unknown,Unknown,Unknown,Unknown,No,No
2199111090370,VIC,11,1991,Saturday,07:30:00,Multiple,No,No,No,100,Driver,Male,58,Unknown,Unknown,Unknown,Unknown,No,No
120211262498,NSW,5,2021,Saturday,12:25:00,Multiple,No,No,No,80,Motorcycle rider,Male,48,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No
2199008200329,VIC,8,1990,Monday,18:30:00,Multiple,No,No,No,60,Driver,Female,40,Unknown,Unknown,Unknown,Unknown,No,No
2201510260194,VIC,10,2015,Monday,13:11:00,Single,No,No,No,100,Motorcycle rider,Male,52,Inner Regional Australia,Shepparton,Greater Shepparton,Local Road,No,No
120201222089,NSW,1,2020,Tuesday,02:15:00,Single,No,No,No,100,Driver,Male,48,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Arterial Road,No,No
1199303150082,NSW,3,1993,Monday,19:30:00,Multiple,No,-9,No,60,Pedestrian,Female,39,Unknown,Unknown,Unknown,Unknown,No,No
3200106260136,QLD,6,2001,Tuesday,15:00:00,Multiple,Yes,-9,No,80,Passenger,Male,30,Unknown,Unknown,Unknown,Unknown,No,No
3201608090141,QLD,8,2016,Tuesday,05:00:00,Single,No,No,No,100,Pedestrian,Female,19,Unknown,Unknown,Unknown,Unknown,No,No
1201004190115,NSW,4,2010,Monday,16:40:00,Multiple,No,No,No,60,Motorcycle rider,Male,51,Unknown,Unknown,Unknown,Unknown,No,No
4201914071,WA,9,2019,Wednesday,10:45:00,Multiple,No,No,No,60,Passenger,Female,72,Major Cities of Australia,Perth - South East,Canning,National or State Highway,No,No
5199006010074,WA,6,1990,Friday,11:00:00,Multiple,No,-9,No,90,Passenger,Female,34,Unknown,Unknown,Unknown,Unknown,No,No
4199606010073,SA,6,1996,Saturday,20:10:00,Single,No,-9,No,100,Pedestrian,Male,51,Unknown,Unknown,Unknown,Unknown,No,No
1200908160255,NSW,8,2009,Sunday,18:00:00,Single,No,No,No,80,Pedestrian,Male,20,Unknown,Unknown,Unknown,Unknown,No,No
5200902170025,WA,2,2009,Tuesday,05:15:00,Multiple,No,No,No,60,Motorcycle rider,Male,59,Unknown,Unknown,Unknown,Unknown,No,No
3199106200155,QLD,6,1991,Thursday,13:00:00,Multiple,Yes,-9,No,60,Passenger,Male,50,Unknown,Unknown,Unknown,Unknown,No,No
1200310010343,NSW,10,2003,Wednesday,15:00:00,Multiple,No,Yes,No,100,Passenger,Female,41,Unknown,Unknown,Unknown,Unknown,No,No
3200810080227,QLD,10,2008,Wednesday,15:00:00,Multiple,No,No,No,40,Passenger,Female,6,Unknown,Unknown,Unknown,Unknown,No,No
3201509010144,QLD,9,2015,Tuesday,04:00:00,Single,No,No,Yes,100,Driver,Male,62,Unknown,Unknown,Unknown,Unknown,No,No
4200806150036,SA,6,2008,Sunday,14:10:00,Single,No,No,No,100,Motorcycle rider,Male,45,Unknown,Unknown,Unknown,Unknown,No,No
3201307110142,QLD,7,2013,Thursday,19:00:00,Single,No,No,No,60,Pedestrian,Male,24,Unknown,Unknown,Unknown,Unknown,No,No
4199001220010,SA,1,1990,Monday,09:10:00,Single,No,-9,No,110,Passenger,Female,13,Unknown,Unknown,Unknown,Unknown,No,No
120211256109,NSW,3,2021,Sunday,02:55:00,Single,No,No,No,50,Motorcycle rider,Male,23,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No
3200111040251,QLD,11,2001,Sunday,05:00:00,Single,No,-9,No,100,Passenger,Male,18,Unknown,Unknown,Unknown,Unknown,No,No
1199801030004,NSW,1,1998,Saturday,18:20:00,Multiple,No,-9,No,100,Motorcycle rider,Male,22,Unknown,Unknown,Unknown,Unknown,Yes,No
7131438909045990815,VIC,10,2024,Thursday,17:31:00,Multiple,No,No,No,60,Motorcycle rider,Male,27,Major Cities of Australia,Melbourne - Inner East,Boroondara,Arterial Road,No,No
3200804250087,QLD,4,2008,Friday,19:00:00,Multiple,No,No,Yes,100,Passenger,Female,51,Unknown,Unknown,Unknown,Unknown,No,No
6200712100036,TAS,12,2007,Monday,14:00:00,Multiple,No,No,Yes,100,Driver,Male,18,Unknown,Unknown,Unknown,Unknown,No,No
3199708120191,QLD,8,1997,Tuesday,18:00:00,Single,No,-9,No,100,Pedestrian,Female,18,Unknown,Unknown,Unknown,Unknown,No,No
2199003200115,VIC,3,1990,Tuesday,16:10:00,Multiple,No,No,No,100,Driver,Female,42,Unknown,Unknown,Unknown,Unknown,No,No
7198907080026,NT,7,1989,Saturday,10:30:00,Single,No,-9,No,-9,Passenger,Male,48,Unknown,Unknown,Unknown,Unknown,No,No
3200206040113,QLD,6,2002,Tuesday,10:00:00,Multiple,No,No,No,60,Motorcycle rider,Male,29,Unknown,Unknown,Unknown,Unknown,No,No
5200611120151,WA,11,2006,Sunday,05:20:00,Single,No,No,No,110,Driver,Male,20,Unknown,Unknown,Unknown,Unknown,No,No
1200011060442,NSW,11,2000,Monday,16:10:00,Single,No,-9,No,60,Driver,Male,42,Unknown,Unknown,Unknown,Unknown,No,No
3200804220083,QLD,4,2008,Tuesday,05:00:00,Single,No,No,No,80,Pedal cyclist,Male,79,Unknown,Unknown,Unknown,Unknown,No,Yes
520181800088268,SA,7,2018,Thursday,20:32:00,Single,No,No,No,25,Pedestrian,Male,46,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Sub-arterial Road,No,No
2061065388553575513,NSW,1,2023,Tuesday,00:24:00,Single,No,No,No,80,Driver,Male,25,Major Cities of Australia,Sydney - Parramatta,Parramatta,Arterial Road,No,No
2199009170362,VIC,9,1990,Monday,19:00:00,Single,No,No,No,100,Passenger,Female,24,Unknown,Unknown,Unknown,Unknown,No,No
3200610280249,QLD,10,2006,Saturday,13:00:00,Multiple,No,No,No,50,Motorcycle rider,Male,35,Unknown,Unknown,Unknown,Unknown,No,No
1200505100172,NSW,5,2005,Tuesday,23:50:00,Single,No,No,No,100,Driver,Male,35,Unknown,Unknown,Unknown,Unknown,No,No
2200012040350,VIC,12,2000,Monday,22:50:00,Single,No,No,No,100,Driver,Female,25,Unknown,Unknown,Unknown,Unknown,No,No
5199607210120,WA,7,1996,Sunday,19:15:00,Single,No,-9,No,60,Motorcycle rider,Male,30,Unknown,Unknown,Unknown,Unknown,No,No
1201310250253,NSW,10,2013,Friday,05:30:00,Single,No,Yes,No,90,Pedestrian,Male,39,Unknown,Unknown,Unknown,Unknown,No,No
5200812230177,WA,12,2008,Tuesday,16:50:00,Multiple,No,No,No,70,Motorcycle rider,Male,55,Unknown,Unknown,Unknown,Unknown,Yes,No
5199407080088,WA,7,1994,Friday,09:30:00,Multiple,No,-9,Yes,110,Driver,Male,17,Unknown,Unknown,Unknown,Unknown,No,No
3199305270116,QLD,5,1993,Thursday,16:00:00,Single,No,-9,No,60,Pedestrian,Male,82,Unknown,Unknown,Unknown,Unknown,No,No
3200811030245,QLD,11,2008,Monday,14:00:00,Single,No,No,No,80,Passenger,Female,25,Unknown,Unknown,Unknown,Unknown,No,No
2201406270107,VIC,6,2014,Friday,21:00:00,Multiple,No,No,No,100,Pedestrian,Male,35,Unknown,Unknown,Unknown,Unknown,No,No
8293425372309852548,VIC,3,2018,Friday,14:00:00,Single,No,No,No,60,Pedestrian,Male,81,Major Cities of Australia,Melbourne - North East,Nillumbik,Arterial Road,No,No
3200109160205,QLD,9,2001,Sunday,07:00:00,Single,No,-9,No,100,Driver,Male,43,Unknown,Unknown,Unknown,Unknown,No,No
4201813744,WA,8,2018,Sunday,23:40:00,Multiple,No,No,Yes,110,Passenger,Female,26,Remote Australia,Western Australia - Wheat Belt,Corrigin,National or State Highway,No,No
2199306080170,VIC,6,1993,Tuesday,18:50:00,Single,No,No,No,75,Pedestrian,Female,14,Unknown,Unknown,Unknown,Unknown,No,No
4199307140103,SA,7,1993,Wednesday,01:10:00,Single,No,-9,No,60,Driver,Male,22,Unknown,Unknown,Unknown,Unknown,No,No
3199002030024,QLD,2,1990,Saturday,21:00:00,Single,No,-9,No,100,Passenger,Male,29,Unknown,Unknown,Unknown,Unknown,No,No
7199003200014,NT,3,1990,Tuesday,18:29:00,Single,No,-9,No,70,Driver,Female,38,Unknown,Unknown,Unknown,Unknown,No,No
4201303310028,SA,3,2013,Sunday,23:45:00,Single,No,No,No,50,Driver,Male,27,Unknown,Unknown,Unknown,Unknown,No,Yes
1199908190329,NSW,8,1999,Thursday,20:40:00,Single,No,-9,No,110,Pedestrian,Male,35,Unknown,Unknown,Unknown,Unknown,No,No
3199912230265,QLD,12,1999,Thursday,14:00:00,Single,No,-9,No,60,Pedestrian,Female,59,Unknown,Unknown,Unknown,Unknown,Yes,No
120181178799,NSW,8,2018,Friday,10:55:00,Single,No,Yes,No,110,Passenger,Male,49,Very Remote Australia,Far West and Orana,Cobar,National or State Highway,No,No
3199610070239,QLD,10,1996,Monday,02:00:00,Single,No,-9,Yes,100,Driver,Male,30,Unknown,Unknown,Unknown,Unknown,No,No
3199903130043,QLD,3,1999,Saturday,08:00:00,Multiple,No,-9,No,100,Motorcycle rider,Male,38,Unknown,Unknown,Unknown,Unknown,No,No
120161099588,NSW,4,2016,Monday,19:45:00,Single,No,No,No,100,Driver,Male,53,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,Local Road,No,No
6199812030041,TAS,12,1998,Thursday,16:30:00,Multiple,No,-9,No,110,Driver,Male,18,Unknown,Unknown,Unknown,Unknown,No,No
8798735105247075129,QLD,5,2022,Monday,15:00:00,Single,No,No,No,80,Driver,Male,39,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road,No,No
7544143989766716052,QLD,4,2025,Saturday,15:00:00,Multiple,No,No,No,60,Unknown,Female,12,Inner Regional Australia,Ipswich,Lockyer Valley,Sub-arterial Road,No,Yes
8268148308551713466,NSW,7,2024,Friday,16:00:00,Multiple,No,No,No,80,Motorcycle rider,Male,31,Major Cities of Australia,Illawarra,Wollongong,National or State Highway,No,No
1200209150364,NSW,9,2002,Sunday,17:10:00,Multiple,No,No,No,100,Driver,Male,40,Unknown,Unknown,Unknown,Unknown,No,No
7199804230016,NT,4,1998,Thursday,03:50:00,Multiple,No,-9,No,100,Driver,Male,71,Unknown,Unknown,Unknown,Unknown,No,No
5199608020128,WA,8,1996,Friday,00:01:00,Single,No,-9,No,110,Driver,Male,28,Unknown,Unknown,Unknown,Unknown,No,No
1800298453003099983,VIC,6,2021,Thursday,06:00:00,Single,No,No,No,80,Driver,Female,47,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,Local Road,No,No
2199205150152,VIC,5,1992,Friday,09:20:00,Multiple,No,No,No,60,Driver,Female,78,Unknown,Unknown,Unknown,Unknown,No,No
4200007160080,SA,7,2000,Sunday,01:30:00,Single,No,-9,No,100,Passenger,Male,18,Unknown,Unknown,Unknown,Unknown,No,No
1199112150556,NSW,12,1991,Sunday,06:30:00,Single,No,-9,No,60,Pedestrian,Male,63,Unknown,Unknown,Unknown,Unknown,No,No
4199203280044,SA,3,1992,Saturday,19:45:00,Multiple,No,-9,No,110,Driver,Male,22,Unknown,Unknown,Unknown,Unknown,No,No
3199609030204,QLD,9,1996,Tuesday,16:00:00,Multiple,No,-9,No,60,Motorcycle rider,Male,30,Unknown,Unknown,Unknown,Unknown,No,No
1200406190215,NSW,6,2004,Saturday,09:05:00,Multiple,No,No,No,80,Motorcycle rider,Male,31,Unknown,Unknown,Unknown,Unknown,No,No
120151080563,NSW,9,2015,Monday,10:10:00,Multiple,No,No,No,100,Passenger,Female,88,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No
2075624315356450769,VIC,10,2021,Sunday,10:30:00,Single,No,No,No,100,Driver,Male,31,Outer Regional Australia,Latrobe - Gippsland,Baw Baw,Local Road,No,No
9061589282945604352,VIC,3,2019,Monday,09:20:00,Single,No,No,No,60,Pedestrian,Male,86,Major Cities of Australia,Melbourne - North West,Moreland,Arterial Road,No,No
8749316078795747000,SA,11,2023,Wednesday,09:55:00,Single,No,No,Yes,60,Pedestrian,Male,65,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Sub-arterial Road,No,No
4201010200085,SA,10,2010,Wednesday,06:45:00,Multiple,No,No,No,110,Driver,Male,35,Unknown,Unknown,Unknown,Unknown,No,No
6983783236811230435,VIC,6,2021,Wednesday,08:15:00,Single,No,No,No,100,Driver,Female,20,Inner Regional Australia,Warrnambool and South West,Corangamite,Local Road,No,No
1199712270520,NSW,12,1997,Saturday,21:50:00,Single,No,-9,No,100,Passenger,Male,19,Unknown,Unknown,Unknown,Unknown,Yes,No
120151083538,NSW,11,2015,Wednesday,20:20:00,Single,No,No,No,80,Driver,Male,26,Remote Australia,Murray,Wentworth,Sub-arterial Road,No,No
3199004140080,QLD,4,1990,Saturday,22:00:00,Single,No,-9,No,40,Passenger,Male,17,Unknown,Unknown,Unknown,Unknown,No,No
1201109140231,NSW,9,2011,Wednesday,23:37:00,Single,No,No,Yes,100,Driver,Male,49,Unknown,Unknown,Unknown,Unknown,No,No
1201208170210,NSW,8,2012,Friday,07:50:00,Multiple,No,No,No,50,Motorcycle rider,Male,25,Unknown,Unknown,Unknown,Unknown,No,No
1200212030466,NSW,12,2002,Tuesday,14:30:00,Multiple,No,Yes,No,100,Driver,Female,59,Unknown,Unknown,Unknown,Unknown,No,No
5200203040028,WA,3,2002,Monday,15:55:00,Multiple,No,-9,No,80,Passenger,Female,39,Unknown,Unknown,Unknown,Unknown,No,No
72021163790,NT,12,2021,Friday,13:35:00,Single,No,No,No,90,Passenger,Male,10,Very Remote Australia,Northern Territory - Outback,East Arnhem,Sub-arterial Road,No,No
120151086152,NSW,11,2015,Saturday,03:56:00,Single,No,Yes,No,60,Driver,Male,50,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No
1199304040119,NSW,4,1993,Sunday,03:05:00,Single,No,-9,No,60,Motorcycle rider,Male,25,Unknown,Unknown,Unknown,Unknown,No,No
1200011300480,NSW,11,2000,Thursday,13:00:00,Multiple,No,-9,No,80,Passenger,Female,85,Unknown,Unknown,Unknown,Unknown,No,No
2667662254643920470,QLD,7,2024,Thursday,04:00:00,Multiple,No,No,No,80,Pedal cyclist,Male,69,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,Local Road,No,No
7300429948650801028,VIC,12,2017,Wednesday,17:25:00,Multiple,No,No,No,70,Driver,Female,27,Major Cities of Australia,Melbourne - Outer East,Manningham,Arterial Road,No,No
1200410010338,NSW,10,2004,Friday,15:50:00,Multiple,No,Yes,No,80,Driver,Male,48,Unknown,Unknown,Unknown,Unknown,No,No
4199203030028,SA,3,1992,Tuesday,12:55:00,Multiple,No,-9,No,60,Driver,Female,74,Unknown,Unknown,Unknown,Unknown,No,No
7200706220017,NT,6,2007,Friday,20:30:00,Single,No,No,No,100,Pedestrian,Male,41,Unknown,Unknown,Unknown,Unknown,No,No
